"sample_id" "cluster_id" "V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33"
11 1 2.75926528918825 1.51405030722509 2.16861032903468 -3.5099838119018 -2.99042485129901 -2.80726767179731 -1.3023780057766 -3.87070546870557 -3.75729127485504 -1.82928950227348 -2.44026076162194 -3.73542820521989 -2.45992428023165 -1.15790306253739 -2.25541023144597 -0.6370235581733 -3.40292574993764 0.16543576050945 -2.71580185429855 -1.11022077393139 -1.92065327989862 -0.677611149813026 -2.61316809366157 -0.511674304139701 -1.08968205183081 -3.84843977498073 -1.67950236103994 -1.2899358625866 -3.15694736854828 -2.38674260753506 -1.83204533736409 -0.78222772718455 -1.82395550424334
12 1 3.25015315842706 3.13314741608666 2.36411495668493 -2.45448735587198 -1.59078193100124 -2.79984536628739 -0.292533671905665 -3.5779376957609 -2.90563544603409 -1.05211646959393 -1.26075205286168 -4.78008391163765 -2.63178799093791 -0.638688257866608 -2.27765344124257 -0.320578793504776 -2.5216515659086 -0.761672440337245 -2.43949982166394 -1.53144184907582 -1.60219286698948 -1.67339500762875 -1.96475494293623 -0.762241661088274 -0.357587443844027 -2.5618607468122 -2.65763737700249 -0.244376808997879 -2.32906665820974 -1.08743042196161 -2.27899040135428 -1.43040862853252 -1.58410322556818
13 1 1.41240011152034 2.16854870503786 1.6882515503572 -1.46530973663779 -1.92110406747426 -2.22328002449032 -0.581017796945545 -3.45743507467399 -3.20034017950714 -0.753365076142314 -1.41019226378811 -4.08346192994981 -2.1708825417305 -0.797924098251113 -2.99822204501161 -1.16136865514053 -2.61350464852329 -0.905182540570651 -3.26279230888987 -2.00549342908772 -1.62489356205691 -0.514713075585192 -3.37554947889956 -0.721889559823076 -0.344782773231621 -2.21340875123103 -1.91988556522284 -0.496592688473696 -2.32026033442916 -2.07971025058879 -2.31445215724706 -1.10232396264404 -1.93002821648821
14 1 1.96743607866782 2.0726072823423 2.14456334479474 -2.44038885551959 -2.3145199757631 -2.93021732016419 -0.206020824663701 -3.8240644848539 -2.91419317353959 -0.360035172496161 -2.06987152962873 -3.55309463914737 -2.15769959626305 0.410679961491885 -3.52374042423103 -0.584103814273084 -2.77952764861535 -0.243961635463336 -3.26556306610526 -1.22147045190075 -1.61559475145092 -0.232960238357162 -3.20212034493922 -0.660243797125669 -0.195712610981575 -3.26861401533875 -1.58752191966085 0.344661832000422 -3.56165695516842 -2.33072672926951 -2.60044296126019 -0.843598186545995 -1.98624703325859
15 1 2.04016979387968 2.36247115339738 2.13115418610013 -2.01168449032769 -3.52952288030514 -2.3436380601259 -0.775223581538863 -3.69042784343221 -3.00166491204255 -0.89766083735855 -1.68371423508588 -3.52818579964781 -2.27444520778175 -0.992639647941139 -3.30582190606392 -0.725145605150599 -2.21209538089823 -0.691275139089081 -2.54883153058258 -1.44150609438492 -1.28081134560778 -1.04733474543211 -2.77895054906464 -0.995609045644572 -0.756710508035193 -2.65227581750359 -2.07764406803999 -0.845670108044089 -3.52529428229538 -2.23432088912107 -3.43014117198478 -1.79021135756547 -2.18932745732731
16 1 2.42480566111155 2.13336892565407 2.15854521576109 -2.15774220056178 -2.90357339297691 -3.3692069067874 -0.866825185669175 -3.01533777753087 -3.27527037746357 -0.594165683306268 -1.18829016254877 -3.93200537660908 -2.91010363716363 -0.869605108197124 -3.77219759565611 -1.26207622362581 -2.50902394484148 0.24765564603671 -3.07768518282245 -2.01543769357104 -1.20247859751685 -0.292686915677213 -3.1911397785874 -1.18620379499748 -0.439367944154847 -2.94299175300403 -1.04657837087213 0.614197778691175 -3.16089841410352 -1.23556494670041 -2.12287746302961 -1.54925119593705 -1.33720564587168
17 1 1.96470400136847 2.04861731411713 1.42541276611735 -2.90438452653093 -2.46056711730544 -3.27179599448184 0.375645475656526 -3.64778442440273 -3.04588830433279 -1.08370263685177 -0.95938272177378 -4.06757199595859 -2.15832882690772 -1.43039348275254 -3.86034373395826 -0.414448560432566 -2.54782790907182 -0.809246292612171 -2.03496779227039 -1.00738513136728 -2.39781765292406 -0.278183946971157 -3.37595946959176 -1.06233029013761 0.125735398634842 -3.09451639833549 -1.47282758808221 -0.403049880434933 -3.36315611524692 -3.07902217005638 -2.21018591911786 -1.18491134952195 -1.50655736814946
18 1 0.778602751624121 2.85305504437113 2.62653934083416 -2.10009639835213 -2.04562763291769 -3.49509243568692 -1.76306229011553 -3.43163402490109 -3.87027811083704 -1.9420383920038 -0.890355072252656 -3.8167139759589 -2.1466555879478 -0.481452238452053 -3.53381511131014 -1.85367217686649 -2.40970518922511 -0.0267320207804916 -3.19625639185862 -1.07134876978592 -1.0120311077486 -0.773316450201985 -3.27429548913867 -0.645772195816821 -0.308466490700488 -2.65639695788058 -1.9516803065964 -0.263398481244426 -2.29929910702637 -2.314637576946 -2.55890004102744 -1.09565525438769 -2.07274772068929
19 1 0.886596997788749 2.00614622754903 2.20386859756347 -2.40060115484717 -3.01623268367947 -2.61584043669226 -0.549608572146193 -3.37264056701276 -3.96722379990072 -1.73397419030897 -1.44930666298327 -4.74438270606692 -2.50112803598446 -1.07900091867957 -2.6162052256328 0.069204620250174 -3.45681191387743 0.208136808844983 -3.97825334651194 -1.85588077116563 -0.816575595972743 -0.944697090581109 -2.99612389542252 -1.10330160153765 -0.563826606733919 -3.07148985305527 -0.927071451933818 -0.722717468594621 -2.94654684328975 -2.19818207732299 -2.22460590774348 -1.53484569177907 -1.65472280546887
20 1 2.76688713494161 1.47286023054897 3.28007566260697 -2.47377724126702 -0.820681105316682 -2.7611025097999 -0.552659133237785 -3.35389455489532 -2.90463924938162 -0.359794650217704 -1.74207689116319 -4.13660765345778 -2.08274764049549 -0.858809642791889 -3.62079752065694 -0.104640452359841 -2.75392285836351 -0.460565172355228 -2.64150101194041 -0.168491971591787 -1.86593463996013 -0.859825557910417 -4.22842705336965 -1.87372850897358 -0.511695901855632 -2.73899523819853 -1.63138474823176 -1.2325987033502 -2.90960489171418 -2.13070063075463 -1.95890870872575 -1.28246217705476 -1.33215006097848
21 1 1.95351116503727 2.30749527781679 2.91780804039843 -2.0765202704367 -3.70319300917574 -1.93710385767367 -0.525718004916913 -3.31115917496732 -3.22199607634791 -0.951243931111796 -1.40709297443733 -3.04222654407913 -1.72738556031473 -0.452728954269876 -3.24366240807164 -0.803639511776864 -2.46412849876043 -0.0588620691283236 -2.98953155382304 -3.07889327776939 -2.43215065084804 -1.70350996228134 -3.42897251308787 -0.54086504311992 0.968444756001837 -2.0386804776529 -2.048338306761 -1.09459286349028 -2.90871153705943 -1.58358562070024 -2.12574831499551 -1.37447272610886 -1.97803746664747
22 1 1.21617624508651 1.93890489583054 1.79306528312449 -2.20335089177169 -2.54424755836736 -2.67893072950738 -0.465995353664327 -3.53009539506405 -3.3308223486905 -1.63714785036926 -1.76389582453494 -4.81753996034326 -2.19566244495595 -0.162548774185557 -2.73525462436702 -0.918936861770884 -4.0342236163747 -0.581522772729664 -3.30341728478928 -1.18641841053365 -2.30827953038512 -0.484558648852863 -3.04282257989914 -0.792709545051878 -0.62045969165632 -3.55104784406704 -1.52366932365387 -0.259225334994605 -3.339851824751 -2.63363553113727 -2.03618056788903 -1.64928236554828 -2.12616541042935
23 1 2.0208717841967 1.85376328591695 2.56902777619381 -2.8903643059534 -2.55606190533104 -1.98116243893281 -0.883268996176335 -3.91174872267116 -4.10303981745619 -1.65614475873182 -2.13630214545896 -3.13393454366166 -1.97701048989857 -1.04911742320715 -3.16963919904421 -0.529326749899419 -2.47413775308904 -0.852984317490256 -3.7983696327817 -1.74970178021332 -2.44510947903049 -0.597041041430386 -2.85723400330936 -1.24860532721444 0.0398223452814097 -3.03705594719277 -1.39047742090143 -0.329245910939976 -2.77721531889891 -3.29325237632794 -2.11829246873531 -2.52044821657931 -1.49986248764938
24 1 2.71416781166281 1.5805957322515 2.22294457357431 -2.37946504462347 -2.75796404200992 -1.68542703985328 -0.161921765196496 -3.58654706081198 -3.54976282337033 -1.76364687766044 -1.21276852800794 -3.68443739829006 -1.71827694714815 -1.10369398966223 -3.1177619254493 -0.945490038734194 -3.63682943187475 -1.4522225740001 -2.73223684832788 -1.41299301644225 -1.33433900145065 -0.841244803928979 -3.59791990345291 -1.02773521402594 0.361996553189085 -2.91517024105908 -0.277072329131632 0.32591643326333 -3.87908412205704 -2.53750866482876 -2.67487884082034 -1.09745576391488 -1.3129255673178
25 1 3.05442719270899 2.32884428422843 2.96397065000814 -3.02316086461462 -2.5857759391134 -2.90350879466877 -1.97220442215631 -4.03912259570896 -3.168911252538 -1.22905094170523 -1.28751088145859 -4.12871221233309 -1.5301202096386 -0.821407935325101 -3.70855954340638 -0.800454111961947 -3.83526401048091 -0.74803531317964 -2.87416159846878 -2.03402479378725 -1.17162073630628 -2.12397714378991 -3.40678636785336 -0.708140522299584 -0.814282864766654 -2.07638246292135 -1.33596304025167 -0.375170655248249 -3.19646041978666 -2.67006820723472 -1.39535067067406 -1.07076221918629 -2.03650437748728
26 1 1.89159589627341 2.02765221538159 2.54636527344022 -2.26166768254594 -2.05508300491417 -2.4638201403424 -1.1478489344149 -3.51071503628727 -3.50817528836268 -1.42829626826963 -1.00433839558325 -2.82968167372841 -2.59992858312072 -0.320765465387353 -3.3208067759976 -0.58790236598665 -3.14955985357438 -0.0871508826177343 -3.03471609147613 -1.63232264791846 -0.751715670953669 -0.618624521851275 -3.95106833047199 -0.0878948108800703 -0.462821667325809 -2.2583769190846 -1.6516898536382 0.326406429187239 -2.52956032291728 -3.22926978294375 -2.08394314169537 -0.993867626408457 -2.51174847076364
27 1 1.97819577069204 2.3724951969191 2.24131825276856 -2.79342947923411 -2.86342692159321 -3.08048630740769 -0.804638079997624 -3.73136225131976 -3.22437182148933 -1.7741720647589 -0.801560624738071 -3.96858992777179 -2.56348093384681 -0.867112695572974 -3.87507607969932 -0.750127950862993 -3.95561230080439 -0.247650983089502 -2.39384219632579 -1.81626135879051 -1.32691348455046 -0.482072311202398 -2.87608321812783 -0.374999881102864 -0.0721919669195528 -2.7292628605784 -1.96374891444801 0.533158016163112 -4.09283374363595 -2.1762074108294 -2.17450828345191 -1.52590167217825 -1.32613406941125
28 1 1.22524891947912 1.99747869394212 2.73902858377725 -2.35100756548257 -3.46768746685197 -2.28904449387916 -0.663457687618215 -3.61657890366298 -3.07256520459412 -0.696188078383786 -0.898911300362235 -3.00142745325231 -2.52402307241781 -0.829359042389613 -3.7594417834589 0.152298698398013 -3.48538004575922 -0.812983350165718 -3.70238237008429 -1.26055069383681 -1.02694446978411 -1.20184289723082 -2.7910836819014 -1.21369011560871 0.327867104172402 -3.31397906165171 -1.38647023308527 -0.181603425081238 -3.71286124057235 -2.20722441479558 -2.52906180244377 -0.549376576802461 -1.83130232092459
29 1 2.33687913949214 1.7854096196842 2.5961341450121 -2.39307736499365 -2.37939663229522 -3.19791984345663 -0.541826050806154 -4.10695716317767 -3.33376481350536 -1.29400437120313 -1.24018241686469 -3.93608779406548 -1.80902538262796 -0.532084084363855 -3.96213953155462 -0.870675572305158 -2.67440224320764 -0.323513935123396 -3.06706768324065 -1.28097583440475 -1.76714075199236 -0.260216481143055 -3.144635975039 0.322182663481711 0.288742298023649 -2.56271524101292 -1.63551544158372 0.175693963379936 -3.75266582567953 -2.7471815755236 -3.21901229065117 -0.992839558593594 -0.717937720491163
30 1 1.78683302409645 2.73977963463444 2.4375212748161 -2.71227063242278 -2.42719048970172 -3.17127661593651 -0.425395806865457 -3.69894989080132 -3.05121727336672 -0.924371737974474 -1.65306740499858 -3.67177741748409 -2.06870469616191 -0.555471794254635 -3.60304531414438 -1.14046348401224 -3.05656160882397 -1.49275180442748 -3.2949455597418 -1.14420969336274 -1.98516495914362 -0.476205860484085 -3.09359518641992 -0.262000086490388 -0.313084110091575 -2.64918402360942 -1.05466881365892 -0.514936658872837 -2.82802336327779 -1.20047586300916 -2.48316404551996 -0.793557583703078 -1.51196877594448
31 1 2.33455552369712 1.97877947503939 3.52977537642887 -2.34432057873534 -2.43283090988611 -2.51364299702526 -1.49932462337379 -4.10227902101301 -3.38654605225595 -1.49331893770125 -1.68048190772816 -4.23566559175542 -1.88067407517459 -0.382046123385907 -3.21417066031481 -1.26907831770131 -2.45563674286087 0.120023255877161 -2.91278459495464 -1.30963730669268 -1.35501819168969 -1.35873212116382 -4.36362571419602 -0.666081790235503 -0.0975547892295312 -2.44942678189468 -1.33400852417482 -1.09955010776754 -3.20489758522163 -1.54180869963964 -2.5995495889406 -1.38750761088701 -1.0369973081111
32 1 2.45924913069092 2.58863733053268 2.25513712253226 -2.28989877477834 -2.09229654642127 -2.61263401817111 -0.741230502489099 -3.76024445664014 -3.42419024191322 -1.21581323102964 -1.84127173892786 -4.41265862225407 -2.20885277438459 -1.90179578895751 -3.43197383640721 -0.985811388210414 -2.9601567681757 -0.71961161001132 -2.94908602188382 -1.55246560684392 -1.32009806205677 -1.24403048368835 -2.40083395915355 -0.720756307419968 -0.182333272142864 -2.69916677134925 -0.741026126030263 -0.418151302407247 -3.32112000805063 -2.58615171943281 -3.3712988751591 -2.88550687011791 -1.36619189013702
33 1 2.62438222306147 1.51387011754062 2.28443657919887 -2.69242688267053 -2.43286443517641 -2.52672808945909 -0.48298179368742 -3.29395805479133 -3.39206702474028 -0.786525933190868 -2.02537086856695 -4.94870283968172 -2.50379420833981 -1.51660555237235 -3.86941297381484 -1.18999327340893 -3.95375059986453 -0.347275404285962 -3.22903724122602 -1.55758723797158 -2.52535333080713 -0.875106186584394 -3.25918573809057 -1.15798655525733 -0.147221569350539 -3.40171813029187 -1.35740634113175 -0.40644973807118 -2.82646047608352 -1.605559402058 -1.96677091785172 -0.914172141343516 -1.60815696035959
34 1 1.8023672743729 1.88160328440733 1.74686160368213 -1.9909556334406 -2.03825706846217 -2.62337222141907 -0.0818978689022177 -3.43720169370246 -2.94557011290474 -0.965425589987012 -1.82988666211285 -4.2595244671839 -3.08763947050006 -1.51573137806959 -3.86825286514513 -0.230259901421437 -3.67295423792432 -0.0791608739719276 -3.91939966828501 -0.577529802115261 -1.01973106616278 -1.2599855771007 -3.40723153648431 -0.639504072182461 -0.374267110286218 -2.84404213399298 -2.16499847990154 -0.912114271474233 -4.10173473622334 -2.8607982866812 -2.39944977437091 -1.75822387904264 -0.996082825409802
35 1 2.35930802372549 1.9799856350185 2.4995667040433 -1.88072553422527 -3.43164825001795 -2.92236158724311 -0.801849671903894 -3.10823045596552 -2.85448113640323 -0.832646966246963 -1.32792145840228 -3.58491733579169 -3.21188944688436 -0.736901588172044 -4.05203781556736 -0.578930519194558 -3.0182860673319 -0.709954335887582 -3.14687862892926 -1.08375496774591 -1.79523183215574 -1.28776102597452 -3.09774487382496 -0.578101046858467 -1.20845253944886 -1.94946073416162 -1.90767499619226 -0.373609469913734 -2.73056430213947 -2.20042274877983 -1.67943400866144 -1.91126253937117 -1.2422038494714
36 1 1.24832612253984 1.91917862852966 2.96500821842622 -2.90807251544662 -2.99037083118623 -2.72314076007408 0.0545089345108162 -3.31342762112247 -2.09727428469529 -2.21660262396022 -1.44250175924029 -4.49958177065699 -1.3539530809055 -1.60378765945171 -3.17459335130739 -0.755138382060797 -3.3117855706101 0.448538852240004 -2.43034999810932 -1.53903944420348 -1.5447459844188 -0.0849094578190647 -2.80625981719625 -0.97148316962747 -0.415919073650376 -3.53569102082273 -1.47956814301476 0.440984080168431 -3.4377117469464 -1.13525276433092 -2.43603643525284 -1.62603772404947 -1.59178935072023
37 1 1.71460095788676 2.78901483859094 1.48413614022628 -2.96576149095433 -2.25188079790747 -1.84796030563679 -0.885829854151702 -3.50141600199144 -3.7566676067918 -1.21468539705497 -2.23766859431609 -4.52822150446099 -2.35758301032689 -1.0396962749479 -3.24456333742205 -0.688920231892712 -2.64467812519798 -0.131297411759342 -4.1527564131606 -0.759061948200217 -1.99566224414116 -1.34269541328768 -2.3207334611938 -0.679588363058121 -0.135655919970738 -2.6247012557194 -1.1675689527664 -0.529176816711404 -3.00606760393279 -1.8088898953174 -1.6083173431313 -0.514219560194935 -0.979044601309052
38 1 1.68137666498825 2.10327898194588 2.39479750565438 -2.32030759813744 -2.60272982474879 -2.66698723947644 -0.770014874142865 -3.0582550110221 -3.6187425479894 -1.39919151867688 -1.03591465939989 -4.16794293891067 -2.08045272326886 -0.713763856657736 -4.08862602759422 -1.15643931301484 -3.02272974573707 -0.0698962669641716 -3.43975674527206 -1.28388524251706 -1.17050315894475 -0.634311836248471 -2.91329697071908 -1.34236305020241 -0.0889622609704857 -1.90650673939053 -0.245011665814873 0.594172287874555 -2.69139339984351 -2.46788212497533 -2.9433142855678 -2.52773857833531 -0.828402653425451
39 1 0.899726637103193 2.23677425814681 1.92900485236423 -3.03373300661246 -1.95389328474152 -3.31728437728935 -0.66495874102705 -2.9615532802135 -2.94293927731131 -1.62838694270816 -0.98926963607848 -3.86892301565254 -2.01231683375287 0.045061990722233 -4.22260983892913 0.472665804168329 -3.65294285889676 0.120451849009796 -2.91908563548804 -1.55917822953721 -1.67406093653675 -1.54385165267449 -3.67002410253541 -0.324489377392878 -0.294569580175024 -2.92693197480452 -1.1356116488088 -0.815468123600758 -3.52023912561388 -3.35657349368171 -2.91106950589249 -1.72313030907216 -1.41553742804175
40 1 2.12489176552264 1.64347547866312 3.24079869819934 -2.80178879021698 -2.92864050996356 -3.08031975810534 -0.996256085890276 -4.25710546815206 -2.44618116301317 -1.58363575833325 -0.893304468146645 -4.19579046180082 -1.63640305815911 -1.04590181314375 -3.41668760930915 -0.298416209604046 -3.37258359272232 0.175849772197902 -3.71713531914099 -2.01991047060042 -2.19936603885552 -0.76830364230316 -3.14721990482599 -0.95546094011703 -0.0752836127779507 -2.44783584899935 -1.17546017065748 -0.982678041554152 -2.33678903649104 -1.91105412066249 -2.52564771786144 -0.791957520468105 -1.09388386381071
41 1 2.20982976217664 1.7500526943403 3.19877783513032 -2.17561053804002 -2.0643292174519 -3.20894711406025 -0.387096780299517 -3.11133781626682 -2.65168974065412 -0.465404691053276 -2.2466378873127 -3.3423061962438 -2.04282930487351 -0.935877425075323 -3.61179906697874 -0.310730862421218 -2.58878499965227 -0.0123327417668522 -3.68349198712999 -1.33609321064517 -1.34415441713167 -0.480872301378332 -3.0538047167141 -1.82447880669634 -0.402533588946167 -2.94060336551453 -2.10267035326422 -1.05301644318784 -3.27756687402153 -2.6889867901019 -1.80911962013476 -1.63923513848683 -2.00147307921595
42 1 1.92630181280218 2.61369578687251 2.68708148936121 -2.86381531308238 -2.76069695419551 -3.10808474931845 -1.41795945626922 -3.1684321994198 -3.49886663715168 -1.08802028748363 -1.84142758659242 -3.8021739060784 -2.34637850807302 -0.807568610961585 -3.98521740407331 -0.617682826446903 -3.57088526731659 0.900060828412314 -3.67649700374702 -1.25074675019739 -2.31263487018231 -0.209211321683686 -3.02545357579413 -1.13813976159846 -1.14461588055265 -2.49501758292418 -1.28936500661085 -0.139515110437883 -2.78816239127825 -1.43348341646488 -3.11413724521193 -0.806573282407103 -1.16948668599702
43 1 2.48591207992627 2.74390216489287 3.234499105891 -3.54113947151599 -2.98280068055823 -3.28858163772594 -0.747887587338687 -3.08645442641673 -3.60412935985527 -1.37559089788187 -1.83963070251305 -3.96651134955049 -1.988125918476 -1.22306454691684 -2.86142394327029 -0.623202246079185 -3.84833715369087 -0.586283814043653 -3.56179602039289 -1.8293871683644 -1.58382214371568 -1.32440578023831 -2.61535389686129 -0.774367156819183 -0.373356790467884 -3.36686913011287 -2.12546129336958 -0.450735799047888 -4.00582677319632 -1.61695085003239 -1.48061946616106 -0.797473157867618 -1.44338486979816
44 1 1.74347804853822 2.73909317700013 2.08617114025154 -2.24488147068075 -2.5976831783838 -3.97096412905615 -1.01533707955738 -4.01181304074076 -2.41681269232105 -0.833774731631197 -1.86042262853801 -4.4997981703174 -2.18591198048961 -2.52517135598797 -3.41474705842753 -0.363792021637884 -2.8155971956229 0.495683130010803 -2.9906975258854 -2.00849856877371 -1.47899751685216 -1.13740125980782 -3.15120832626558 -0.606731358180325 -0.344749858281466 -3.01087993919418 -1.75894812052674 -0.252288226854538 -3.62982657467106 -2.09814450365068 -2.07800041268578 -0.434701124720477 -0.889817781427286
45 1 1.42268993986686 1.42434280783242 2.99515592817683 -3.37834699948895 -2.40139092211596 -2.32350680321941 -1.01860267511245 -2.3529462623521 -2.49359040294174 -1.57603596246489 -1.91718974527098 -4.41631026250885 -2.67389113950792 -0.169752903296527 -3.391573441603 -0.485615072052244 -3.00680984319011 -0.961654757355485 -2.17116882245634 -2.17405473817954 -0.137784002129549 -0.316890780634151 -3.49846844585609 -1.48842161704338 -1.46844767300156 -2.16578280751757 -1.03625831700404 0.166822304514519 -3.23859355798061 -1.56873622495321 -2.08133222486363 -0.981053546610245 -1.51656973071249
46 1 2.32323947502087 3.13964167941328 2.22732431137427 -3.25437701631875 -3.04012156446309 -2.32801892319931 -0.169343111165396 -4.85453677174425 -3.1577500319558 -1.23386240609542 -1.91484543665526 -3.71807145562416 -1.88031771340381 -1.09718564085146 -3.07386644064553 -0.312523856729188 -3.49654326810665 -0.538738983902369 -2.89351153170135 -1.94618786005409 -1.23321375447784 -0.469611201474382 -2.41126973837588 -0.88205998254951 0.176457291736185 -1.55695875007124 -0.991487142891956 0.367125634892092 -2.7205679440413 -3.04181380685545 -2.77128600888347 -2.26737194155661 -1.56189635413859
